components/SQRequirements/volumeDoesNotMatch,Dimensional volume does not match the total volume,尺寸體積與總體積不符,尺寸體積與總體積不符,寸法の体積が総体積と一致しません,Dimensional volume does not match the total volume,Dimensional volume does not match the total volume,,,,,,,,,,,,,,,,,,,,,
components/SQRequirements/requiredRemarks,Dimensional volume must match with Shipment Detail on Search Flight page,尺寸體積必須符合搜索航班頁面的總體積,尺寸体积必须符合搜索航班页面的总体积,寸法の体積は、検索フライトページの輸送詳細と一致する必要があります,Dimensional volume must match with Shipment Detail on Search Flight page,Dimensional volume must match with Shipment Detail on Search Flight page,,,,,,,,,,,,,,,,,,,,,
components/SQRequirements/SQToolTip,Dimension is required for { airlineFullName } booking,尺寸為{ airlineFullName }的訂艙要求,尺寸为{ airlineFullName }的订舱要求,{ airlineFullName } の予約には寸法が必要です,Dimension is required for { airlineFullName } booking,Dimension is required for { airlineFullName } booking,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/airport,Airport,機場,机场,空港,Airport,Airport,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/searchHistory,Search History,搜尋紀錄,搜寻纪录,検索履歴,Search History,Search History,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/routing,Routing,航線,航线,航路,Routing,Routing,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/cargoDetails,Cargo Details,貨物資料,货物资料,貨物詳細,Cargo Details,Cargo Details,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/directFlight,Direct Flight,直航,直航,直行便,Direct Flight,Direct Flight,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/notMatch,No result matched,沒有相關結果,没有相关结果,該当する結果はありません,No result matched,No result matched,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/notFoundHistory,No search history,沒有搜尋紀錄,没有搜寻纪录,検索履歴がありません,No search history,No search history,,,,,,,,,,,,,,,,,,,,,
components/flightRouteSelector/keyInAirportCode,Please key in airport code for search,請輸入機場代碼進行搜尋,请输入机场代码进行搜寻,検索するために空港コードを入力してください,Please key in airport code for search,Please key in airport code for search,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/title,Template,範本,模板,テンプレート,Template,Template,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/templateName,Template Name,範本名稱,模板名称,テンプレート名,Template Name,Template Name,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/routing,Routing,航線,航线,航路,Routing,Routing,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/cargoDetails,Cargo Details,貨物資料,货物资料,貨物詳細,Cargo Details,Cargo Details,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/directFlight,Direct Flight,直航,直航,直行便,Direct Flight,Direct Flight,,,,,,,,,,,,,,,,,,,,,
components/templateDialog/noRecord,No template record,沒有範本紀錄,没有模板纪录,テンプレートの記録がありません,No template record,No template record,,,,,,,,,,,,,,,,,,,,,
components/saveTemplateDialog/title,Save as Template,保存為範本,保存为模板,テンプレートとして保存,Guardar como plantilla,als Vorlage speichern,,,,,,,,,,,,,,,,,,,,,
components/saveTemplateDialog/apiResponse/success,Template is saved,範本已保存,模板已保存,テンプレートは保存されます,Plantilla guardada,Vorlage ist gespeichert.,,,,,,,,,,,,,,,,,,,,,
components/saveTemplateDialog/apiResponse/duplicatedName,You have already used this template name,您已經使用過該範本名稱,您已经使用过该模板名称,このテンプレート名は既に使用されています,You have already used this template name,You have already used this template name,,,,,,,,,,,,,,,,,,,,,
components/saveTemplateDialog/apiResponse/overTemplateLimit,You have reached the maximum number of templates,您的範本數量已達到上限,您的模板数量已达到上限,テンプレートの最大数に達しました,You have reached the maximum number of templates,You have reached the maximum number of templates,,,,,,,,,,,,,,,,,,,,,
components/airwayBillStockLookupDialog/title,Air Waybill Stock Lookup,空運提單庫存查詢,空运提单库存查询,エアウエイビルストック確認,Búsqueda de stock,AWB-Nummernkreis Überblick,,,,,,,,,,,,,,,,,,,,,
components/airwayBillStockLookupDialog/airwayBill,Air Waybill,空運提單,空运提单,エアウエイビル,Air Waybill,Air Waybill,,,,,,,,,,,,,,,,,,,,,
components/airwayBillStockLookupDialog/noRecord,No Record Found,沒有記錄,没有记录,記録なし,No Record Found,No Record Found,,,,,,,,,,,,,,,,,,,,,
components/airwayBillStockLookupDialog/numberOfResults,{number} results,{number} 搜尋結果,{number} 搜寻结果,{number} 件の結果,{number} results,{number} results,,,,,,,,,,,,,,,,,,,,,
components/airwayBillStockLookupDialog/stockLookup,Stock Lookup,庫存查找,库存查找,ストック照会,Búsqueda de stock,AWB-Nummernkreis Überblick,,,,,,,,,,,,,,,,,,,,,
errorMessage/general,Please wait for a while and try again.,請稍後片刻，然後再嘗試。,请稍后片刻，然后再尝试。,しばらくお待ちいただき、もう一度お試しください,Please wait for a while and try again.,Please wait for a while and try again.,,,,,,,,,,,,,,,,,,,,,
errorMessage/reLogin,Please re-login (refresh) and try again.,請重新登入(刷新頁面)，然後再嘗試。,请重新登入(刷新页面)，然后再尝试。,再度ログイン（更新）してもう一度お試しください,Please re-login (refresh) and try again.,Please re-login (refresh) and try again.,,,,,,,,,,,,,,,,,,,,,
errorMessage/booking,"Your booking request has been submitted. For latest booking status, please view in Booking Log.",您的訂艙訊息已提交。有關最新訂艙狀態，請到訂艙記錄查看。,您的订舱信息已提交。有关最新订舱状态，请到订舱记录查看。,予約リクエストが送信されました。最新の予約状況については、予約ログでご確認ください,"Your booking request has been submitted. For latest booking status, please view in Booking Log.","Your booking request has been submitted. For latest booking status, please view in Booking Log.",,,,,,,,,,,,,,,,,,,,,
errorMessage/flightUnavailable,"The flight you are looking for is currently unavailable, please try again.",你所查詢的航班資料暫時未能提供，請稍後再試。, 你所查询的航班资料暂时未能提供，请稍后再试。,ご希望のフライトは現在利用できません。もう一度お試しください。,"The flight you are looking for is currently unavailable, please try again.","The flight you are looking for is currently unavailable, please try again.",,,,,,,,,,,,,,,,,,,,,
errorMessage/sessionExpired,Your session expired. Please logout and re-login EzyCargo again,你的操作已逾時，請登出然後重新登入EzyCargo,你的操作已逾时，请登出然后重新登录EzyCargo,セッションが切れました。EzyCargoからログアウトし、再度ログインしてください。,Your session expired. Please logout and re-login EzyCargo again,Your session expired. Please logout and re-login EzyCargo again,,,,,,,,,,,,,,,,,,,,,
errorMessage/redirectedToLogin,You will be redirected to login page.,您將被重定向到登入頁面,您将被重定向到登入页面,ログインページにリダイレクトされます。,You will be redirected to login page.,You will be redirected to login page.,,,,,,,,,,,,,,,,,,,,,
errorMessage/currency,Please contact the company admin to update the currency in company profile. System will display rate based on {currency}.,請聯繫公司管理員更新公司資料中的貨幣。 系統會以{currency}顯示訂艙價格。,请联系公司管理员更新公司资料中的货币。系统会以{currency}显示订舱价格。,会社の管理者に連絡して、会社プロフィールの通貨を更新してください。システムは{currency}に基づいて運賃を表示します。,Please contact the company admin to update the currency in company profile. System will display rate based on {currency}.,Please contact the company admin to update the currency in company profile. System will display rate based on {currency}.,,,,,,,,,,,,,,,,,,,,,
errorMessage/type/unauthorizedAccess,Access Denied,訪問被拒絕,访问被拒绝,アクセスが拒否されました,Access Denied,Access Denied,,,,,,,,,,,,,,,,,,,,,
errorMessage/type/sessionExpired,Session Expired,登入時間過長,登入时间过长,セッションが期限切れです,Session Expire,Session Expire,,,,,,,,,,,,,,,,,,,,,
errorMessage/type/unavailableService,Unavailable Service,系統錯誤,系統错误,利用できないサービスです,Unavailable Service,Unavailable Service,,,,,,,,,,,,,,,,,,,,,
common/piece,Pieces,數量,数量,個数,Piezas,Stückzahl,,,,,,,,,,,,,,,,,,,,,
common/pc,PC(S),件,件,個,Piezas,Stück,,,,,,,,,,,,,,,,,,,,,
common/dimensions,Dimensions,尺寸,尺寸,サイズ,Dimensions,Abmessungen,,,,,,,,,,,,,,,,,,,,,
common/totalDimensions,Total Dimensions,總尺寸,总尺寸,総寸法,Total Dimensions,Total Dimensions,,,,,,,,,,,,,,,,,,,,,
common/weight,Weight,重量,重量,重量,Peso,Gewicht,,,,,,,,,,,,,,,,,,,,,
common/totalWeight,Total Weight,總重量,总重量,総重量,Total Weight,Total Weight,,,,,,,,,,,,,,,,,,,,,
common/volume,Volume,體積,体积,ボリューム,Volumen,Volumen,,,,,,,,,,,,,,,,,,,,,
common/totalVolume,Total Volume,總體積,总体积,総体積,Total Volume,Total Volume,,,,,,,,,,,,,,,,,,,,,
common/goodsDescription,Goods Description,貨品種類,货品种类,品名,Descripción de mercancia,Warenbeschreibung,,,,,,,,,,,,,,,,,,,,,
common/specialHandlingCode,Special Handling Code,特殊處理代碼,特殊处理代码,スペシャルハンドリングコード,Código de manipulación especial,Special Handling Code,,,,,,,,,,,,,,,,,,,,,
common/remarks,Remarks,備註,备注,備考,Observaciones,Bemerkungen,,,,,,,,,,,,,,,,,,,,,
common/total,Total,總計,总计,合計,Total,Gesamt,,,,,,,,,,,,,,,,,,,,,
common/notAvailable,Not available,無法提供,无法提供,利用できません,Not available,Not available,,,,,,,,,,,,,,,,,,,,,
common/airlineRequirements,Airline Requirement,航空公司要求,航空公司要求,航空会社の要件,Airline Requirement,Airline Requirement,,,,,,,,,,,,,,,,,,,,,
common/dimensionalVolume,Dimensional volume,尺寸體積,尺寸体积,寸法の体積,Dimensional volume,Dimensional volume,,,,,,,,,,,,,,,,,,,,,
common/commodity,Commodity,商品,商品,商品,Commodity,Commodity,,,,,,,,,,,,,,,,,,,,,
common/consolidation,Consolidation,Consolidation,Consolidation,Consolidation,Consolidation,Consolidation,,,,,,,,,,,,,,,,,,,,,
common/generalCargoNormalHandling,General Cargo - Normal Handling,General Cargo - Normal Handling,General Cargo - Normal Handling,General Cargo - Normal Handling,General Cargo - Normal Handling,General Cargo - Normal Handling,,,,,,,,,,,,,,,,,,,,,
common/stackable,Stackable,可堆疊,可堆叠,積み重ね可能,Stackable,Stackable,,,,,,,,,,,,,,,,,,,,,
common/chargeableWeight,Chargeable Weight,計費重量,计费重量,課金重量,Chargeable Weight,Chargeable Weight,,,,,,,,,,,,,,,,,,,,,
common/from,From,由,从,出発地,Desde,Von,,,,,,,,,,,,,,,,,,,,,
common/to,To,到,到,到着地,A,nach,,,,,,,,,,,,,,,,,,,,,
common/departureDate,Departure Date,出發日期,出发日期,出発日,Departure Date,Departure Date,,,,,,,,,,,,,,,,,,,,,
common/origin,Origin,出發地,出发地,出発地,Origen,Abflughafen,,,,,,,,,,,,,,,,,,,,,
common/destination,Destination,目的地,目的地,到着地,Destino,Zielflughafen,,,,,,,,,,,,,,,,,,,,,
common/length,Length,長度,长度,長さ,Largo,Länge,,,,,,,,,,,,,,,,,,,,,
common/lengthShort,L,長,长,L,L,L,,,,,,,,,,,,,,,,,,,,,
common/width,Width,寬度,宽度,幅,Anchura,Breite,,,,,,,,,,,,,,,,,,,,,
common/widthShort,W,寬,宽,W,W,W,,,,,,,,,,,,,,,,,,,,,
common/height,Height,高度,高度,高さ,Altura,Höhe,,,,,,,,,,,,,,,,,,,,,
common/heightShort,H,高,高,H,H,H,,,,,,,,,,,,,,,,,,,,,
common/cm,CM,厘米,厘米,CM,CM,CM,,,,,,,,,,,,,,,,,,,,,
common/in,IN,寸,寸,IN,IN,IN,,,,,,,,,,,,,,,,,,,,,
common/mc,MC,MC,MC,MC,MC,MC,,,,,,,,,,,,,,,,,,,,,
common/cf,CF,CF,CF,CF,CF,CF,,,,,,,,,,,,,,,,,,,,,
common/kg,KG,公斤,公斤,KG,KG,KG,,,,,,,,,,,,,,,,,,,,,
common/lb,LB,磅,磅,LB,LB,LB,,,,,,,,,,,,,,,,,,,,,
common/invalidOrigin,Invalid Origin,出發地無效,无效出发地,出発地が無効です,Origen no válido,Ungültiger Abflughafen,,,,,,,,,,,,,,,,,,,,,
common/invalidDestination,Invalid Destination,目的地無效,无效目的地,到着地が無効です,Destino no válido,Ungültiger Zielflughafen,,,,,,,,,,,,,,,,,,,,,
common/flight,Flight,航班,航班,フライト,Vuelos,Flüge,,,,,,,,,,,,,,,,,,,,,
common/airAndTruck,Air and Truck,空運及陸運,空运及陆运,Air and Truck,Air and Truck,Air and Truck,,,,,,,,,,,,,,,,,,,,,
common/airOnly,Air Only,空運,空运,Air Only,Air Only,Air Only,,,,,,,,,,,,,,,,,,,,,
common/air,Air,空運,空运,空輸,Air,Air,,,,,,,,,,,,,,,,,,,,,
common/truck,Truck,陸運,陆运,トラック,Truck,Truck,,,,,,,,,,,,,,,,,,,,,
common/vessel,Vessel,海運,海运,海運,Vessel,Vessel,,,,,,,,,,,,,,,,,,,,,
common/invalidCommodity,Invalid Commodity,Invalid Commodity,Invalid Commodity,Invalid Commodity,Invalid Commodity,Invalid Commodity,,,,,,,,,,,,,,,,,,,,,
common/ok,OK,OK,OK,OK,OK,OK,,,,,,,,,,,,,,,,,,,,,
common/cancel,Cancel,取消,取消,キャンセル,Cancelar,Stornieren,,,,,,,,,,,,,,,,,,,,,
common/save,Save,保存,保存,保存,Grabar,speichern,,,,,,,,,,,,,,,,,,,,,
common/lengthOfDigits,{length} digits,{length} 數字,{length} 数字,{length}桁,{length} digits,{length} digits,,,,,,,,,,,,,,,,,,,,,
common/lengthOfCharacters,{length} characters,{length} 字元,{length} 字元,{length}文字,{length} characters,{length} characters,,,,,,,,,,,,,,,,,,,,,
common/maxLengthOfCharacters,Max. { length } characters,最長. { length }字元,最长. { length }字元,最大{ length }文字,Max. { length } characters,Max. { length } characters,,,,,,,,,,,,,,,,,,,,,
common/pleaseSelect,Please Select,請選擇,請選擇,選択してください,Please Select,Please Select,,,,,,,,,,,,,,,,,,,,,
common/pleaseWait,Please wait...,請稍候片刻...,请稍候片刻...,お待ちください...,Please wait...,Please wait...,,,,,,,,,,,,,,,,,,,,,
common/cathaySolution,Cathay Solution,Cathay Solution,Cathay Solution,Cathay Solution,Cathay Solution,Cathay Solution,,,,,,,,,,,,,,,,,,,,,
common/airlines/CX,Cathay Pacific Airways,國泰航空,国泰航空,Cathay Pacific Airways,Cathay Pacific Airways,Cathay Pacific Airways,,,,,,,,,,,,,,,,,,,,,
common/airlines/JL,Japan Airlines,日本航空,日本航空,Japan Airlines,Japan Airlines,Japan Airlines,,,,,,,,,,,,,,,,,,,,,
common/airlines/LX,Swiss International Air Lines,瑞士國際航空,瑞士国际航空,Swiss International Air Lines,Swiss International Air Lines,Swiss International Air Lines,,,,,,,,,,,,,,,,,,,,,
common/airlines/NH,All Nippon Airways,全日本空輸,全日本空输,All Nippon Airways,All Nippon Airways,All Nippon Airways,,,,,,,,,,,,,,,,,,,,,
common/airlines/SQ,Singapore Airlines,新加坡航空,新加坡航空,Singapore Airlines,Singapore Airlines,Singapore Airlines,,,,,,,,,,,,,,,,,,,,,
common/airlines/BR,EVA Airways Corporation,長榮航空,长荣航空,EVA Airways Corporation,EVA Airways Corporation,EVA Airways Corporation,,,,,,,,,,,,,,,,,,,,,
common/airlines/CI,China Airlines,中華航空,中华航空,China Airlines,China Airlines,China Airlines,,,,,,,,,,,,,,,,,,,,,
common/airlines/JX,Starlux,星宇航空,星宇航空,Starlux,Starlux,Starlux,,,,,,,,,,,,,,,,,,,,,
common/airlines/UO,Hong Kong Express Airways,香港快運航空,香港快运航空,Hong Kong Express Airways,Hong Kong Express Airways,Hong Kong Express Airways,,,,,,,,,,,,,,,,,,,,,
common/currencies/TWD,TWD,新臺幣,新台币,TWD,TWD,TWD,,,,,,,,,,,,,,,,,,,,,
common/currencies/JPY,JPY,日圓,日圆,JPY,JPY,JPY,,,,,,,,,,,,,,,,,,,,,
common/currencies/INR,INR,盧比,卢比,INR,INR,INR,,,,,,,,,,,,,,,,,,,,,
common/currencies/HKD,HKD,港元,港元,HKD,HKD,HKD,,,,,,,,,,,,,,,,,,,,,
